"gene","DESeq2_log2FC","DESeq2_padj","DESeq2_group","edgeR_log2FC","edgeR_FDR","edgeR_group"
"AT2G46780",0.749824075,0.508944394,"ns",0.715553589139431,0.450323214579073,"ns"
"AT1G61990",0.625571717,0.50914896,"ns",0.583926900669353,0.436514126545721,"ns"
"AT2G18630",0.449496202,0.50914896,"ns",0.435613104710779,0.410840369223616,"ns"
"AT3G55360",-0.429760088,0.50914896,"ns",-0.443703164242346,0.490243514732805,"ns"
"AT5G45190",0.441387964,0.50914896,"ns",0.420557165500591,0.450533635262813,"ns"
"AT5G62130",0.522864083,0.509470395,"ns",0.498895893088034,0.400576103610957,"ns"
"AT3G62240",0.425810943,0.50951908,"ns",0.409106887396252,0.441825490738354,"ns"
"AT1G20220",-0.595632116,0.510140487,"ns",-0.578882353959368,0.444275592271175,"ns"
"AT1G33055",0.594898892,0.510140487,"ns",0.553107875086844,0.449133954713615,"ns"
"AT1G74910",0.355514971,0.510140487,"ns",0.340290303406878,0.495664281364484,"ns"
"AT2G21620",-0.346536486,0.510140487,"ns",-0.365404174689609,0.490537965631335,"ns"
"AT2G24090",-0.582267769,0.510140487,"ns",-0.578736303055425,0.506406357412194,"ns"
"AT2G44950",0.486878027,0.510140487,"ns",0.461434529879755,0.444514383515736,"ns"
"AT5G22060",-0.338398169,0.510140487,"ns",-0.357149390317153,0.406194156480662,"ns"
"AT5G57580",0.389929141,0.510140487,"ns",0.376677317853478,0.450610447833684,"ns"
"AT5G63420",0.445658695,0.510140487,"ns",0.426614958576335,0.420408653226514,"ns"
"AT3G06300",-0.426023379,0.510807818,"ns",-0.4428033228254,0.398426471846562,"ns"
"AT5G46450",0.540775684,0.510807818,"ns",0.525709771143799,0.375785252679417,"ns"
"AT4G26610",0.458623333,0.510888705,"ns",0.441191387581656,0.431378847636915,"ns"
"AT4G04614",-0.634044804,0.510998213,"ns",-0.605397418861663,0.429335345360951,"ns"
"AT1G20850",-0.380312189,0.51104322,"ns",-0.395370310993839,0.450323214579073,"ns"
"AT2G37570",0.347689294,0.511371349,"ns",0.329695978777988,0.462720431331212,"ns"
"AT4G26690",0.386090983,0.511371349,"ns",0.370018000730658,0.503787898694653,"ns"
"AT3G26920",0.607466069,0.511615486,"ns",0.558243184207551,0.419618894092968,"ns"
"AT5G39950",-0.447638072,0.511615486,"ns",-0.46607553081106,0.438901967375011,"ns"
"AT1G07260",-0.680799749,0.511989748,"ns",-0.658651512899297,0.412316697526193,"ns"
"AT1G02660",0.502080477,0.512035176,"ns",0.478517526413167,0.456663755815816,"ns"
"AT1G19710",-0.767190328,0.512035176,"ns",-0.697770531567134,0.478562946764706,"ns"
"AT1G69910",0.497989931,0.512035176,"ns",0.480152677979453,0.413948136458984,"ns"
"AT1G78100",-0.344440842,0.512035176,"ns",-0.367250059603388,0.435816803617592,"ns"
"AT2G30260",0.477135212,0.512035176,"ns",0.455977830077205,0.427992440532921,"ns"
"AT3G01400",-0.473795916,0.512035176,"ns",-0.491853964553921,0.398969758039546,"ns"
"AT3G10250",0.368733184,0.512035176,"ns",0.358292700882252,0.431752668636449,"ns"
"AT3G27060",-0.423021011,0.512035176,"ns",-0.437279702725782,0.449545905428469,"ns"
"AT4G27090",-0.339466751,0.512035176,"ns",-0.357359390385821,0.506313164242914,"ns"
"AT4G30630",-0.613795086,0.512035176,"ns",-0.595486354623685,0.420408653226514,"ns"
"AT5G23420",-0.696567657,0.512035176,"ns",-0.649229985548644,0.463807231306946,"ns"
"AT5G44190",0.841738564,0.512035176,"ns",0.827120190535379,0.499312090719001,"ns"
"AT5G62600",0.481848318,0.512035176,"ns",0.457625931868091,0.447664671591593,"ns"
"AT2G27730",-0.381028965,0.51215156,"ns",-0.400669400976537,0.444514383515736,"ns"
"AT4G24590",0.531504154,0.51215156,"ns",0.497882842138546,0.434897631408394,"ns"
"AT5G56170",-0.388090332,0.51215156,"ns",-0.40459427197013,0.455822130137748,"ns"
"AT5G66120",-0.406576292,0.512225815,"ns",-0.41989167779229,0.46692326769072,"ns"
"AT5G27540",-0.44216301,0.513007285,"ns",-0.453594384333537,0.440611084117207,"ns"
"AT1G01300",-0.256037657,0.51372851,"ns",-0.277910562834251,0.485674389172141,"ns"
"AT1G33390",0.581183887,0.514100713,"ns",0.562111049733613,0.431752668636449,"ns"
"AT1G43890",-0.311537928,0.514100713,"ns",-0.329224257861671,0.441825490738354,"ns"
"AT1G56330",0.459018248,0.514100713,"ns",0.443327605196582,0.500172811527875,"ns"
"AT2G05250",0.513334365,0.514100713,"ns",0.488004868448355,0.439956027568499,"ns"
"AT2G42010",0.487381455,0.514100713,"ns",0.462515901897505,0.498394614353461,"ns"
"AT3G52840",0.544335849,0.514100713,"ns",0.520527052958979,0.480708883340119,"ns"
"AT3G55990",-0.563747743,0.514100713,"ns",-0.568138718052685,0.396216146002834,"ns"
"AT5G14540",-0.404528952,0.514100713,"ns",-0.423361980562424,0.457489125787231,"ns"
"AT1G53780",0.526059114,0.514363383,"ns",0.502953648448754,0.504574020487637,"ns"
"AT2G28740",-0.502615448,0.514574336,"ns",-0.5114567609001,0.431752668636449,"ns"
"AT3G55530",0.623035081,0.514574336,"ns",0.562305636307769,0.445270790850849,"ns"
"AT4G14110",-0.598319056,0.514574336,"ns",-0.578191965589252,0.431752668636449,"ns"
"AT3G26932",0.459381025,0.514620542,"ns",0.446235921142429,0.398426471846562,"ns"
"AT1G66580",0.278539457,0.514753501,"ns",0.256732056005869,0.555741684300745,"ns"
"AT1G75140",0.547102227,0.514753501,"ns",0.523618643412412,0.420408653226514,"ns"
"AT5G04670",0.514490266,0.514753501,"ns",0.489771272468098,0.444514383515736,"ns"
"AT1G31070",-0.345439484,0.514897318,"ns",-0.366231117961225,0.4404916675429,"ns"
"AT3G06820",-0.509747078,0.515221808,"ns",-0.515105596166461,0.412316697526193,"ns"
"AT2G42220",-0.698878532,0.515321731,"ns",-0.688706176543921,0.533862585712562,"ns"
"AT5G26270",0.39872198,0.515321731,"ns",0.38722872148675,0.436809181594726,"ns"
"AT2G46990",-0.745426326,0.515369218,"ns",-0.76876852317662,0.47942217803893,"ns"
"AT2G48070",-0.525698416,0.515369218,"ns",-0.530333276183224,0.435734337498166,"ns"
"AT4G13750",0.812632016,0.515369218,"ns",0.748451191581293,0.50345468382907,"ns"
"AT5G39760",-0.682754403,0.515369218,"ns",-0.699129135614551,0.429287280313782,"ns"
"AT3G25545",0.589513924,0.515665494,"ns",0.546499835206025,0.422167167588768,"ns"
"AT3G51910",-0.538637179,0.515665494,"ns",-0.553177489334844,0.429287280313782,"ns"
"AT4G29790",0.422156592,0.515917838,"ns",0.406774386468154,0.44006154582631,"ns"
"AT1G10900",0.445410671,0.515952368,"ns",0.429135661726779,0.420408653226514,"ns"
"AT5G06290",-0.463857703,0.515952368,"ns",-0.47738331351127,0.458504497708958,"ns"
"AT5G55220",-0.649587445,0.516374542,"ns",-0.642731868439155,0.506406357412194,"ns"
"AT1G11905",-0.590845624,0.516434773,"ns",-0.580964676379014,0.395533533879746,"ns"
"AT2G34780",0.503105305,0.516434773,"ns",0.479076341330767,0.421620214755494,"ns"
"AT4G35220",-0.375968509,0.516434773,"ns",-0.392781723910679,0.381056667219122,"ns"
"AT1G60989",-0.35073933,0.516758023,"ns",-0.37164089254063,0.391320781757385,"ns"
"AT1G09210",-0.292482928,0.516885979,"ns",-0.316579927362966,0.475041552064949,"ns"
"AT1G30590",0.398942538,0.516885979,"ns",0.385953234803032,0.445498027160109,"ns"
"AT1G54440",-0.730893522,0.516885979,"ns",-0.684051778438805,0.477118209937647,"ns"
"AT2G39020",-0.467281489,0.516885979,"ns",-0.477647538342793,0.4221690748042,"ns"
"AT3G22590",-0.638812782,0.516885979,"ns",-0.604191188221529,0.438098938246677,"ns"
"AT3G46510",0.388763137,0.516885979,"ns",0.370945022987679,0.497602647297962,"ns"
"AT4G36860",-0.409379245,0.516885979,"ns",-0.421237591078177,0.455456589997206,"ns"
"AT5G28040",-0.462179438,0.516885979,"ns",-0.478216990158863,0.408377188878777,"ns"
"AT5G52440",0.286683808,0.516885979,"ns",0.263476704605253,0.514033688273085,"ns"
"AT5G55100",0.456736559,0.516885979,"ns",0.436766267187872,0.462108834494944,"ns"
"AT1G79230",-0.413953007,0.516978064,"ns",-0.424345743428405,0.476269355901933,"ns"
"AT2G24640",0.523681666,0.516978064,"ns",0.5015181210331,0.401112349787322,"ns"
"AT4G37470",0.461601573,0.516978064,"ns",0.448147313221624,0.449133954713615,"ns"
"AT5G42920",0.397779353,0.516978064,"ns",0.383009219875993,0.436514126545721,"ns"
"AT1G24180",-0.280462522,0.517167294,"ns",-0.301761912555488,0.474744549679819,"ns"
"AT1G67490",-0.597899563,0.517211009,"ns",-0.576075493047708,0.435816803617592,"ns"
"AT1G19140",-0.697445693,0.517457688,"ns",-0.639797478172183,0.446196347737561,"ns"
"AT2G38840",0.499712742,0.517457688,"ns",0.471939214632063,0.436809181594726,"ns"
"AT1G26160",0.518208833,0.517634797,"ns",0.497289898224681,0.391635083012263,"ns"
"AT1G62290",0.51362692,0.517634797,"ns",0.500577265393954,0.457517272397643,"ns"
"AT1G80750",-0.501840954,0.517634797,"ns",-0.50425980691006,0.430998260595116,"ns"
"AT2G17410",0.420464227,0.517634797,"ns",0.411708105624555,0.432907969870019,"ns"
"AT2G36000",0.482501301,0.517634797,"ns",0.459268527335346,0.49380830971676,"ns"
"AT2G36480",0.468729952,0.517634797,"ns",0.450248722997728,0.4221690748042,"ns"
"AT3G07020",0.350014838,0.517634797,"ns",0.344814650937658,0.448686570301927,"ns"
"AT3G11960",0.478393121,0.517634797,"ns",0.454173585806161,0.480708883340119,"ns"
"AT5G20730",0.400381096,0.517634797,"ns",0.383145100456975,0.472226391842382,"ns"
"AT5G42860",-0.589894788,0.517634797,"ns",-0.579927438174376,0.448457708237532,"ns"
"AT5G62950",0.53450821,0.517634797,"ns",0.506145950361276,0.428077835439598,"ns"
"AT5G64120",-0.526782317,0.517634797,"ns",-0.555582351021961,0.46407890420919,"ns"
"AT3G60190",0.324168006,0.517667744,"ns",0.314726467191356,0.460375756847435,"ns"
"AT4G18040",-0.420580398,0.517720702,"ns",-0.44046916434541,0.402918936779708,"ns"
"AT3G63240",0.571554412,0.517734714,"ns",0.532256930790365,0.437033271975884,"ns"
"AT2G40660",-0.641964731,0.517854571,"ns",-0.610142457665734,0.456586719149946,"ns"
"AT3G52480",-0.504109656,0.517854571,"ns",-0.515097305615398,0.406954768637519,"ns"
"AT1G56070",0.284055491,0.518301268,"ns",0.26463151586055,0.595017832397905,"ns"
"AT5G35970",0.534106127,0.518301268,"ns",0.520224689790973,0.465368775508945,"ns"
"AT1G54115",0.40522335,0.518759181,"ns",0.393613473099517,0.447664671591593,"ns"
"AT3G14270",0.548604892,0.518813486,"ns",0.516295824848305,0.518283030946484,"ns"
"AT5G26210",0.413467523,0.518834711,"ns",0.39912653764383,0.424916998743145,"ns"
"AT3G25040",-0.553203323,0.518911071,"ns",-0.545430321907816,0.47079945354388,"ns"
"AT3G62080",0.513377267,0.518911071,"ns",0.493128437369381,0.41154634421005,"ns"
"AT3G26744",0.358161765,0.519055176,"ns",0.346463504598262,0.453146164984425,"ns"
"AT2G29690",-0.576532976,0.519713246,"ns",-0.562847399360557,0.426320504348669,"ns"
"AT1G01710",-0.469592153,0.519766465,"ns",-0.477640724375435,0.431752668636449,"ns"
"AT1G27290",0.311287482,0.519766465,"ns",0.297984014191024,0.506406357412194,"ns"
"AT1G66900",0.558137486,0.519766465,"ns",0.521033914789191,0.429166606481474,"ns"
"AT1G78260",0.539564175,0.519967732,"ns",0.51330027983643,0.473994543791874,"ns"
"AT1G01470",-0.548203085,0.520077708,"ns",-0.547735178144104,0.493194106250784,"ns"
"AT1G26850",-0.230000469,0.520077708,"ns",-0.250403803344815,0.562360070715575,"ns"
"AT1G54920",0.390497774,0.520077708,"ns",0.37370678266175,0.497466227436369,"ns"
"AT2G18915",0.527707422,0.520077708,"ns",0.497693895864501,0.462108834494944,"ns"
"AT2G27090",0.556759564,0.520077708,"ns",0.521355805781066,0.440385904063931,"ns"
"AT2G48130",-0.769023618,0.520077708,"ns",-0.742948320966603,0.476269355901933,"ns"
"AT5G44410",0.625644546,0.520077708,"ns",0.591328768056152,0.450533635262813,"ns"
"AT1G74960",0.322179716,0.520147306,"ns",0.313156372139173,0.467225451990041,"ns"
"AT2G44120",-0.370010339,0.520147306,"ns",-0.392165442030811,0.449424831920542,"ns"
"AT3G50440",0.443383529,0.520147306,"ns",0.431652128646943,0.421485859355232,"ns"
"AT3G53930",0.547712338,0.520147306,"ns",0.513530921700683,0.434897631408394,"ns"
"AT4G09180",-0.610463745,0.520147306,"ns",-0.581536371943706,0.450323214579073,"ns"
"AT4G14440",-0.563389471,0.520147306,"ns",-0.561082949979318,0.50345468382907,"ns"
"AT5G61380",0.473409252,0.520147306,"ns",0.448527706458744,0.498816294587851,"ns"
"AT5G08650",-0.412635963,0.520608409,"ns",-0.431933891528839,0.436514126545721,"ns"
"AT2G37520",0.483043643,0.520731792,"ns",0.458042494672409,0.455272176697333,"ns"
"AT4G04950",0.365979913,0.520731792,"ns",0.360082175126139,0.431752668636449,"ns"
"AT1G24440",-0.423687071,0.52161999,"ns",-0.440267280945104,0.385475168099323,"ns"
"AT1G77920",-0.538494782,0.52161999,"ns",-0.530191296362019,0.466581690027323,"ns"
"AT2G26340",-0.601273479,0.52161999,"ns",-0.573437599581342,0.474744549679819,"ns"
"AT3G04730",0.242733484,0.52161999,"ns",0.226072629037856,0.595883116488436,"ns"
"AT4G17570",0.595792781,0.52161999,"ns",0.572189972119117,0.442704874366253,"ns"
"AT5G01400",0.524460053,0.52161999,"ns",0.494241011166535,0.475041552064949,"ns"
"AT5G15490",-0.31187213,0.52161999,"ns",-0.32715344179083,0.468286895434782,"ns"
"AT1G26830",0.281529602,0.521639946,"ns",0.266348418588428,0.506406357412194,"ns"
"AT1G27520",0.5476143,0.521639946,"ns",0.51244358913171,0.476269355901933,"ns"
"AT1G50200",0.395323892,0.521639946,"ns",0.374352931817681,0.530862342869089,"ns"
"AT1G78110",0.52693267,0.521639946,"ns",0.497911041147496,0.426987393225168,"ns"
"AT2G27720",-0.383278374,0.521639946,"ns",-0.401142279601058,0.482490054492226,"ns"
"AT2G38380",-0.418390601,0.521639946,"ns",-0.433133960777798,0.469603697927982,"ns"
"AT2G46710",0.317775525,0.521639946,"ns",0.304514829966823,0.452699524009834,"ns"
"AT4G00355",-0.349862309,0.521639946,"ns",-0.370126248026926,0.45166506491865,"ns"
"AT4G21600",-0.379912379,0.521639946,"ns",-0.399378013613475,0.407335181856737,"ns"
"AT5G65930",0.459517355,0.521639946,"ns",0.433237911489988,0.466581690027323,"ns"
"AT1G18670",0.58238829,0.52164065,"ns",0.56274276370326,0.431752668636449,"ns"
"AT1G36050",-0.313936606,0.52164065,"ns",-0.336146282900555,0.437033271975884,"ns"
"AT2G19390",0.621061468,0.52164065,"ns",0.573814335972162,0.468102956143741,"ns"
"AT3G25150",0.402639678,0.52164065,"ns",0.382420178104619,0.475793607864481,"ns"
"AT4G00840",0.656155199,0.52164065,"ns",0.583982101792103,0.457489125787231,"ns"
"AT5G23250",-0.540832991,0.52164065,"ns",-0.534922709212935,0.431752668636449,"ns"
"AT1G56280",0.259783848,0.521676281,"ns",0.240053389551585,0.60252415780915,"ns"
"AT2G39950",0.493041073,0.521676281,"ns",0.47119165352453,0.476269355901933,"ns"
"AT2G41890",0.517759273,0.521676281,"ns",0.497962846972166,0.420408653226514,"ns"
"AT3G18190",0.270224486,0.521830051,"ns",0.257436359872604,0.523860375555857,"ns"
"AT4G34265",-0.605972488,0.521963179,"ns",-0.577466358440199,0.47942217803893,"ns"
"AT2G47060",-0.445079435,0.522301153,"ns",-0.464654440546414,0.412080819826479,"ns"
"AT5G49160",0.361769695,0.522301153,"ns",0.354535642840123,0.44084371693907,"ns"
"AT4G36670",0.56681601,0.522654451,"ns",0.530261381417801,0.444514383515736,"ns"
"AT1G10450",0.535612221,0.523068758,"ns",0.502976003657477,0.47354882904313,"ns"
"AT1G72560",0.538508572,0.523068758,"ns",0.507370657485595,0.460375756847435,"ns"
"AT5G19420",0.540223032,0.523068758,"ns",0.512205950494453,0.45166506491865,"ns"
"AT5G01020",0.351696022,0.52322908,"ns",0.33421111474725,0.494361572626646,"ns"
"AT4G16710",-0.534424473,0.523376814,"ns",-0.529548714782811,0.429335345360951,"ns"
"AT3G10040",-0.510542992,0.523412555,"ns",-0.524005889108167,0.381873058685295,"ns"
"AT2G24300",-0.379038894,0.523889975,"ns",-0.396513861118732,0.40314820148979,"ns"
"AT5G54430",-0.297193734,0.52415748,"ns",-0.319795096068721,0.456798492861537,"ns"
"AT5G56460",0.716839161,0.52415748,"ns",0.636317089420969,0.480292150625803,"ns"
"AT3G24240",0.594190503,0.524622743,"ns",0.547458631301983,0.450610447833684,"ns"
"AT1G54270",-0.275498337,0.52465013,"ns",-0.297071770947931,0.502618982473777,"ns"
"AT4G17870",-0.495394711,0.52465013,"ns",-0.498496323384504,0.460375756847435,"ns"
"AT4G26840",-0.468906188,0.524693183,"ns",-0.472445420414733,0.476269355901933,"ns"
"AT1G15430",-0.648967501,0.524870692,"ns",-0.659363954973794,0.412080819826479,"ns"
"AT1G80910",-0.487730745,0.52530246,"ns",-0.508286830787611,0.39906520646396,"ns"
"AT2G33340",0.369075799,0.52530246,"ns",0.348555171691072,0.517488452373321,"ns"
"AT2G17250",0.46947026,0.525710362,"ns",0.453153606511566,0.404225474466024,"ns"
"AT3G09035",-0.514962324,0.525710362,"ns",-0.52098095759339,0.421841265792239,"ns"
"AT3G23590",0.454269592,0.525710362,"ns",0.432090190239879,0.469603697927982,"ns"
"AT3G49680",-0.418667206,0.525710362,"ns",-0.437017504806621,0.429335345360951,"ns"
"AT1G48300",0.368475815,0.526029734,"ns",0.34674144920313,0.535274374608866,"ns"
"AT3G06270",0.527929208,0.526029734,"ns",0.502085595349776,0.422259761192548,"ns"
"AT5G15150",0.871759487,0.526029734,"ns",0.782134133940341,0.506406357412194,"ns"
"AT3G49360",-0.56220766,0.526118009,"ns",-0.585982425870915,0.472837899900612,"ns"
"AT5G04720",0.44691291,0.526118009,"ns",0.426172371721502,0.476269355901933,"ns"
"AT2G33840",0.503799758,0.526187896,"ns",0.479431815126566,0.435816803617592,"ns"
"AT2G42230",-0.449119168,0.526187896,"ns",-0.457424128908987,0.439956027568499,"ns"
"AT5G48380",0.331745055,0.526187896,"ns",0.323835097509607,0.474596134881268,"ns"
"AT2G41140",0.413928949,0.526528093,"ns",0.404944361189111,0.448165825505188,"ns"
"AT3G26890",0.379532884,0.526528093,"ns",0.358372434082498,0.498411671916109,"ns"
"AT2G17550",0.411100608,0.526720365,"ns",0.397991445856411,0.437516951735956,"ns"
"AT5G53340",-0.527632074,0.526720365,"ns",-0.528367657779165,0.398426471846562,"ns"
"AT1G02170",-0.545945581,0.526906142,"ns",-0.543840738934577,0.450610447833684,"ns"
"AT1G01790",-0.351927786,0.526912767,"ns",-0.371858981445348,0.431752668636449,"ns"
"AT1G28130",-0.389589247,0.526912767,"ns",-0.404676201955515,0.450610447833684,"ns"
"AT1G68945",0.632487856,0.526912767,"ns",0.593223671456186,0.450610447833684,"ns"
"AT2G03820",0.307187369,0.526912767,"ns",0.292813199262231,0.50345468382907,"ns"
"AT2G28760",-0.470601769,0.526912767,"ns",-0.476457456468815,0.443133529528117,"ns"
"AT3G09880",0.456784713,0.526912767,"ns",0.438125313170999,0.456755459254646,"ns"
"AT3G19740",0.392985118,0.526912767,"ns",0.379363581061162,0.442972348899779,"ns"
"AT3G23390",-0.53469115,0.526912767,"ns",-0.526485900315366,0.503110468150605,"ns"
"AT3G61110",-0.278794192,0.526912767,"ns",-0.302136507785882,0.475802344246704,"ns"
"AT4G14990",0.342209566,0.526912767,"ns",0.323419577521983,0.496794651288886,"ns"
"AT5G50350",-0.447425218,0.526912767,"ns",-0.464039864593369,0.389773276605989,"ns"
"AT5G63640",0.38788123,0.526912767,"ns",0.370188796261708,0.454254841550736,"ns"
"AT3G10920",-0.287455,0.527126618,"ns",-0.310926632202496,0.480708883340119,"ns"
"AT1G72740",-0.715089818,0.52716235,"ns",-0.66437434233661,0.490912612094192,"ns"
"AT3G45770",0.434228095,0.52716235,"ns",0.420180144986623,0.430912759378481,"ns"
"AT3G52400",-0.657068952,0.52716235,"ns",-0.695584098887839,0.422333699183151,"ns"
"AT5G14420",0.413865807,0.52716235,"ns",0.399887048811956,0.440087085051807,"ns"
"AT5G17710",-0.43959853,0.52716235,"ns",-0.450799496746496,0.46407890420919,"ns"
"AT5G02170",-0.626436046,0.527557722,"ns",-0.612707897898147,0.430998260595116,"ns"
"AT1G12650",0.518883742,0.527785441,"ns",0.499269866648279,0.41154634421005,"ns"
"AT1G16870",0.56828707,0.527785441,"ns",0.547219732659091,0.444782297579822,"ns"
"AT1G23090",-0.39240586,0.527785441,"ns",-0.406971712003731,0.422259761192548,"ns"
"AT1G35320",-0.518804162,0.527785441,"ns",-0.522435541593977,0.412316697526193,"ns"
"AT5G01290",-0.477662095,0.527785441,"ns",-0.484866825884515,0.422259761192548,"ns"
"AT5G10810",0.57803152,0.527785441,"ns",0.542787647299093,0.430381079256543,"ns"
"AT5G16450",-0.567486324,0.527785441,"ns",-0.596505026146252,0.405896823331509,"ns"
"AT5G25280",0.349198561,0.527785441,"ns",0.328824625874332,0.544986179544159,"ns"
"AT5G61010",0.624224323,0.527785441,"ns",0.567173858579005,0.450610447833684,"ns"
"AT2G32000",0.606688119,0.527812913,"ns",0.559199174871851,0.467225451990041,"ns"
"AT5G55040",0.344234041,0.527812913,"ns",0.327593112287821,0.478030997315378,"ns"
"AT1G59830",0.326430191,0.527817737,"ns",0.319914232966152,0.438740459588407,"ns"
"AT3G27080",-0.736099246,0.527817737,"ns",-0.671523285158189,0.472226391842382,"ns"
"AT4G31670",-0.522279133,0.527909168,"ns",-0.525689689370882,0.422259761192548,"ns"
"AT2G28320",0.40571383,0.527921765,"ns",0.397056103732167,0.425974005044938,"ns"
"AT3G26700",0.804309645,0.527921765,"ns",0.697180075430437,0.483242491486577,"ns"
"AT5G49540",-0.637550728,0.527921765,"ns",-0.607652662662413,0.498060031896298,"ns"
"AT3G57450",0.495439541,0.527989915,"ns",0.47602287622101,0.444514383515736,"ns"
"AT5G62350",-0.372048388,0.527989915,"ns",-0.39185434129938,0.490243514732805,"ns"
"AT2G14255",-0.443431976,0.528163108,"ns",-0.452871913477686,0.444946673627685,"ns"
"AT2G26110",0.400797843,0.528163108,"ns",0.384476584948285,0.450610447833684,"ns"
"AT1G13120",-0.6022492,0.528493691,"ns",-0.575059874315334,0.447039142747074,"ns"
"AT3G48100",0.504155078,0.528493691,"ns",0.471919199581948,0.469063359729036,"ns"
"AT4G04040",-0.313986862,0.528493691,"ns",-0.331389396633942,0.457614214546588,"ns"
"AT5G51970",0.365332677,0.528493691,"ns",0.344006075473858,0.52685825112267,"ns"
"AT1G44810",-0.408866144,0.528526702,"ns",-0.427713959766484,0.412316697526193,"ns"
"AT3G08600",0.749809321,0.528526702,"ns",0.720612147222902,0.444514383515736,"ns"
"AT4G32300",0.432186755,0.528526702,"ns",0.412145468373026,0.46577904659737,"ns"
"AT4G37580",0.816168996,0.52873948,"ns",0.770214896774634,0.543798799437857,"ns"
"AT1G20575",-0.509398432,0.529399047,"ns",-0.512839839342932,0.414411856246106,"ns"
"AT3G60860",0.375698214,0.529460469,"ns",0.358427761906198,0.512109563699756,"ns"
"AT1G10650",-0.572438197,0.529606689,"ns",-0.551649393458399,0.467033376827162,"ns"
"AT5G15080",0.563457505,0.529965211,"ns",0.538761964207093,0.462387645907731,"ns"
"AT5G39500",0.449356169,0.529965211,"ns",0.422866533527626,0.489468735277083,"ns"
"AT2G01710",0.387179792,0.530011581,"ns",0.380495896689346,0.421803012926978,"ns"
"AT1G15350",-0.235522499,0.530055128,"ns",-0.250963469281902,0.506406357412194,"ns"
"AT5G42520",0.444433366,0.530055128,"ns",0.423866104725751,0.476269355901933,"ns"
"AT4G03420",0.479248154,0.53074519,"ns",0.454915201242798,0.49113826579529,"ns"
"AT5G62190",0.3650591,0.53074519,"ns",0.343848957337922,0.537072901602342,"ns"
"AT5G26340",0.423405431,0.530815364,"ns",0.410436746788074,0.481761466322094,"ns"
"AT3G08030",0.513495652,0.530909795,"ns",0.496534592662952,0.551416125852617,"ns"
"AT1G50140",0.447207388,0.531765645,"ns",0.42516797698245,0.448775860430542,"ns"
"AT2G17560",-0.496744725,0.531765645,"ns",-0.499471383720237,0.478851028315867,"ns"
"AT5G04410",0.348875419,0.531765645,"ns",0.334969469080939,0.476609982243823,"ns"
"AT1G56220",0.492160584,0.531928668,"ns",0.46684789086151,0.55819375813002,"ns"
"AT1G01230",-0.370702152,0.532005236,"ns",-0.385570476963762,0.397414371310034,"ns"
"AT2G24150",0.308962554,0.532005236,"ns",0.303123694768021,0.47633811473127,"ns"
"AT3G13790",0.412553059,0.532005236,"ns",0.400859766271878,0.506406357412194,"ns"
"AT1G34550",-0.334391021,0.532471273,"ns",-0.35876058213892,0.432908796093428,"ns"
"AT1G50940",-0.545294459,0.532471273,"ns",-0.541775069412814,0.433928402371128,"ns"
"AT2G02780",-0.446706262,0.533785203,"ns",-0.458800406025889,0.436809181594726,"ns"
"AT5G42240",-0.780167461,0.533785203,"ns",-0.695762932891481,0.503787898694653,"ns"
"AT3G63490",-0.311695091,0.534180118,"ns",-0.331944060466304,0.509244121538489,"ns"
"AT1G49340",0.424203776,0.53455625,"ns",0.401702336205861,0.518283030946484,"ns"
"AT2G45440",-0.445972802,0.53455625,"ns",-0.461053299885423,0.398969758039546,"ns"
"AT3G62420",0.461266004,0.53455625,"ns",0.443196181173711,0.504539571900174,"ns"
"AT4G37120",-0.350001515,0.53455625,"ns",-0.370020469457841,0.445498027160109,"ns"
"AT3G20340",0.49991509,0.534617722,"ns",0.479412345337638,0.429415514891497,"ns"
"AT1G07200",0.412978392,0.534785152,"ns",0.393906627308366,0.480708883340119,"ns"
"AT1G33810",-0.648242392,0.534785152,"ns",-0.602626592847241,0.498060031896298,"ns"
"AT2G05830",-0.359681704,0.534785152,"ns",-0.377853868689559,0.403208203225502,"ns"
"AT3G05120",0.384385226,0.534785152,"ns",0.36858258665696,0.448775860430542,"ns"
"AT3G11490",0.408341939,0.534785152,"ns",0.397750838890205,0.441444367761996,"ns"
"AT5G14250",-0.478833236,0.534785152,"ns",-0.482306665884249,0.446196347737561,"ns"
"AT5G59160",-0.317682982,0.534785152,"ns",-0.33851693410294,0.446378748837121,"ns"
"AT5G62700",0.243699146,0.534785152,"ns",0.228028455091577,0.611303125462289,"ns"
"AT1G09490",-0.573014469,0.534867148,"ns",-0.553052053579685,0.452830012152446,"ns"
"AT1G48350",-0.535172381,0.535238892,"ns",-0.53705728893408,0.517431489338074,"ns"
"AT2G26030",0.605880043,0.535238892,"ns",0.540780425586533,0.470431975559914,"ns"
"AT3G48460",-0.665560358,0.535238892,"ns",-0.639796942978154,0.508299505846991,"ns"
"AT3G56340",0.310632948,0.535238892,"ns",0.293971492987077,0.501044335678731,"ns"
"AT5G13330",-0.477960474,0.535238892,"ns",-0.492038943477469,0.428159547667323,"ns"
"AT5G42130",0.511623852,0.535238892,"ns",0.482480543121993,0.430165541537686,"ns"
"AT5G48930",0.325628925,0.535276119,"ns",0.310535100986367,0.529818426106245,"ns"
"AT1G01140",0.318251438,0.535457057,"ns",0.311218307892376,0.459585633478928,"ns"
"AT3G10850",-0.279567324,0.535457057,"ns",-0.298073966035251,0.477175644141067,"ns"
